voltage,current,mAh,Wh,D+,D-,temperature,duration
8.74,5.11,795,6.88,0.13,3.2,37,0:09:39
8.75,5.1,797,6.9,3.49,3.19,37,0:09:40
8.75,5.15,798,6.91,0.12,3.19,37,0:09:41
8.74,5.04,800,6.92,0.13,3.19,37,0:09:42
8.74,5.07,801,6.93,0.12,3.2,37,0:09:43
8.75,5.04,802,6.94,3.49,3.19,37,0:09:44
8.75,5.15,804,6.96,0.14,3.19,37,0:09:45
8.73,5.12,805,6.97,0.12,3.2,37,0:09:46
8.74,5.14,807,6.98,0.13,3.2,37,0:09:47
8.6,4.1,808,6.99,0.13,3.23,37,0:09:48
8.6,4.11,809,7.0,3.48,3.24,37,0:09:49
8.6,4.07,810,7.01,3.48,3.24,37,0:09:50
8.6,4.12,811,7.02,0.12,3.24,37,0:09:51
8.6,4.06,812,7.03,0.12,3.24,37,0:09:52
8.6,4.09,813,7.04,0.12,3.24,37,0:09:53
8.59,4.08,815,7.05,0.12,3.24,37,0:09:54
8.59,4.07,816,7.06,3.48,3.24,37,0:09:55
8.58,4.09,817,7.07,0.12,3.24,37,0:09:56
8.59,4.09,818,7.08,0.12,3.24,37,0:09:57
8.59,4.08,819,7.09,0.12,3.24,37,0:09:58
8.59,4.12,820,7.1,0.12,3.24,37,0:09:59
8.59,4.07,821,7.11,3.48,3.23,37,0:10:00
8.59,4.1,823,7.12,3.48,3.24,37,0:10:01
8.6,4.06,824,7.13,3.48,3.24,37,0:10:02
8.58,4.05,825,7.14,0.12,3.24,37,0:10:03
8.6,4.1,826,7.15,0.1,3.24,36,0:10:04
8.58,4.05,827,7.16,0.09,3.24,37,0:10:05
8.58,4.11,828,7.17,0.1,3.24,36,0:10:06
8.58,4.09,829,7.18,0.12,3.24,36,0:10:07
8.59,4.09,831,7.19,0.12,3.24,37,0:10:08
8.59,4.11,832,7.2,0.12,3.24,37,0:10:09
8.59,4.11,833,7.21,0.1,3.24,36,0:10:10
8.59,4.1,834,7.22,0.12,3.24,37,0:10:11
8.59,4.12,835,7.23,0.12,3.24,37,0:10:12
8.6,4.04,836,7.24,0.12,3.24,36,0:10:13
8.59,4.12,837,7.25,0.12,3.24,36,0:10:14
8.6,4.1,839,7.26,3.48,3.24,37,0:10:15
8.6,4.1,840,7.27,3.48,3.24,37,0:10:16
8.6,4.08,841,7.28,3.48,3.23,37,0:10:17
8.59,4.08,842,7.29,0.12,3.24,37,0:10:18
8.6,4.11,843,7.3,0.12,3.24,37,0:10:19
8.59,4.07,844,7.31,0.12,3.23,37,0:10:20
8.59,4.12,845,7.31,0.09,3.24,36,0:10:21
8.59,4.09,847,7.32,0.13,3.24,36,0:10:22
8.6,4.09,848,7.33,0.12,3.24,37,0:10:23
8.6,4.1,849,7.34,0.12,3.24,37,0:10:24
8.6,4.09,850,7.35,0.12,3.24,36,0:10:25
8.59,4.07,851,7.36,0.12,3.24,36,0:10:26
8.6,4.12,852,7.37,3.48,3.24,36,0:10:27
8.6,4.05,853,7.38,0.12,3.24,36,0:10:28
8.6,4.07,854,7.39,0.12,3.24,36,0:10:29
8.6,4.1,856,7.4,0.12,3.24,37,0:10:30
8.58,4.07,857,7.41,0.1,3.24,37,0:10:31
8.6,4.08,858,7.42,0.1,3.24,37,0:10:32
8.6,4.1,859,7.43,0.09,3.23,36,0:10:33
8.61,4.1,860,7.44,0.12,3.24,37,0:10:34
8.61,4.12,861,7.45,0.12,3.24,36,0:10:35
8.61,4.17,862,7.46,0.12,3.23,36,0:10:36
8.61,4.1,864,7.47,0.12,3.24,36,0:10:37
8.61,4.09,865,7.48,0.13,3.24,36,0:10:38
8.6,4.04,866,7.49,0.12,3.24,36,0:10:39
8.6,4.09,867,7.5,0.12,3.24,36,0:10:40
8.61,4.11,868,7.51,0.12,3.24,36,0:10:41
8.61,4.09,869,7.52,3.23,3.24,36,0:10:42
8.61,4.07,870,7.53,3.48,3.23,36,0:10:43
8.61,4.07,872,7.54,0.13,1.98,36,0:10:44
8.61,4.08,873,7.55,0.12,3.24,36,0:10:45
8.61,4.09,874,7.56,0.12,3.24,36,0:10:46
8.61,4.06,875,7.57,0.12,3.24,36,0:10:47
8.6,4.05,876,7.58,0.12,3.24,36,0:10:48
8.61,4.1,877,7.59,0.09,3.24,36,0:10:49
8.61,4.1,878,7.6,0.12,3.24,36,0:10:50
8.62,4.08,879,7.61,0.12,3.24,37,0:10:51
8.62,4.08,881,7.62,0.12,3.24,36,0:10:52
8.61,4.07,882,7.63,0.12,3.24,36,0:10:53
8.62,4.04,883,7.64,0.1,3.24,37,0:10:54
8.61,4.07,884,7.65,3.48,3.23,36,0:10:55
8.62,4.09,885,7.66,3.48,3.24,36,0:10:56
8.61,4.07,886,7.67,0.12,3.24,36,0:10:57
8.62,4.11,887,7.68,0.09,3.24,36,0:10:58
8.62,4.11,889,7.69,0.1,3.24,36,0:10:59
8.62,4.05,890,7.7,3.23,2.58,36,0:11:00
8.62,4.08,891,7.71,0.12,3.24,36,0:11:01
8.62,4.09,892,7.72,0.12,3.24,36,0:11:02
8.62,4.05,893,7.73,0.12,3.24,36,0:11:03
8.62,4.09,894,7.74,0.12,3.24,36,0:11:04
8.62,4.1,895,7.75,3.48,3.24,36,0:11:05
8.59,4.06,897,7.76,0.12,3.24,36,0:11:06
8.6,4.1,898,7.76,0.12,3.24,36,0:11:07
8.6,4.09,899,7.77,0.12,3.24,36,0:11:08
8.61,4.05,900,7.78,0.12,3.24,36,0:11:09
8.61,4.06,901,7.79,3.48,3.24,36,0:11:10
8.62,4.08,902,7.8,3.48,3.24,36,0:11:11
8.62,4.09,903,7.81,0.13,3.24,36,0:11:12
8.62,4.06,904,7.82,0.12,3.24,36,0:11:13
8.61,4.08,906,7.83,0.12,3.24,36,0:11:14
8.62,4.13,907,7.84,0.12,3.24,36,0:11:15
8.62,4.09,908,7.85,0.12,3.23,36,0:11:16
8.62,4.08,909,7.86,0.12,3.23,36,0:11:17
8.62,4.13,910,7.87,0.12,3.24,36,0:11:18
8.62,4.08,911,7.88,0.12,3.24,36,0:11:19
8.62,4.09,912,7.89,0.12,3.24,36,0:11:20
8.63,4.06,914,7.9,0.09,3.23,36,0:11:21
8.64,4.12,915,7.91,0.12,3.23,36,0:11:22
8.62,4.07,916,7.92,0.12,3.24,36,0:11:23
8.63,4.09,917,7.93,0.12,3.24,36,0:11:24
8.64,4.08,918,7.94,0.12,3.23,36,0:11:25
8.63,4.08,919,7.95,0.1,1.67,36,0:11:26
8.63,4.08,920,7.96,0.1,1.67,36,0:11:27
8.63,4.1,922,7.97,0.13,3.24,36,0:11:28
8.63,4.06,923,7.98,0.12,3.24,36,0:11:29
8.65,4.05,924,7.99,0.12,3.24,36,0:11:30
8.64,4.06,925,8.0,0.12,3.24,36,0:11:31
8.63,4.09,926,8.01,0.1,3.24,36,0:11:32
8.64,4.09,927,8.02,0.12,3.24,36,0:11:33
8.65,4.11,928,8.03,0.12,3.24,36,0:11:34
8.64,4.09,929,8.04,0.12,3.24,36,0:11:35
8.64,4.08,931,8.05,0.12,3.24,36,0:11:36
8.64,4.1,932,8.06,0.12,3.24,36,0:11:37
8.64,4.08,933,8.07,3.23,3.24,36,0:11:38
8.65,4.07,934,8.08,0.13,3.23,36,0:11:39
8.63,4.1,935,8.09,0.12,3.24,36,0:11:40
8.63,4.1,936,8.1,0.12,3.24,35,0:11:41
8.66,4.08,937,8.11,0.12,3.23,36,0:11:42
8.66,4.09,939,8.12,0.12,3.24,36,0:11:43
8.65,4.09,940,8.13,3.48,3.24,36,0:11:44
8.65,4.09,941,8.14,3.48,3.24,36,0:11:45
8.65,4.09,942,8.15,0.12,3.24,36,0:11:46
8.66,4.12,943,8.16,0.12,3.24,36,0:11:47
8.64,4.04,944,8.17,0.13,3.24,36,0:11:48
8.64,4.04,945,8.18,0.13,3.24,36,0:11:49
8.66,4.11,947,8.19,0.12,3.24,36,0:11:50
8.65,4.09,948,8.2,0.12,3.24,36,0:11:51
8.67,4.15,949,8.21,0.1,3.24,36,0:11:52
8.66,4.12,950,8.22,0.12,3.24,35,0:11:53
8.66,4.09,951,8.23,0.12,3.24,35,0:11:54
8.66,4.12,952,8.24,0.12,3.24,35,0:11:55
8.67,4.08,953,8.25,0.12,3.24,36,0:11:56
8.66,4.07,955,8.26,3.48,3.24,35,0:11:57
8.67,4.05,956,8.27,3.48,3.23,35,0:11:58
8.66,4.1,957,8.28,3.48,3.24,35,0:11:59
8.67,4.09,958,8.29,0.12,3.23,36,0:12:00
8.69,4.1,959,8.3,0.12,3.23,36,0:12:01
8.66,4.11,960,8.31,0.12,3.24,36,0:12:02
8.69,4.1,961,8.32,0.12,3.24,35,0:12:03
8.67,4.06,962,8.33,0.12,3.23,36,0:12:04
8.66,4.1,964,8.33,0.12,3.24,36,0:12:05
8.68,4.1,965,8.34,0.12,3.24,36,0:12:06
8.67,4.1,966,8.35,0.12,3.24,35,0:12:07
8.67,4.1,967,8.36,3.23,3.23,35,0:12:08
8.69,4.05,968,8.37,3.48,3.23,35,0:12:09
8.68,4.03,969,8.38,0.12,3.24,35,0:12:10
8.67,4.08,970,8.39,0.12,3.24,35,0:12:11
8.69,4.11,972,8.4,3.23,3.24,35,0:12:12
8.69,4.1,973,8.41,3.48,3.24,36,0:12:13
8.69,4.07,974,8.42,3.48,3.23,36,0:12:14
8.68,4.08,975,8.43,0.12,3.24,36,0:12:15
8.69,4.1,976,8.44,0.12,3.24,35,0:12:16
8.68,4.14,977,8.45,0.12,3.24,36,0:12:17
8.68,4.05,978,8.46,0.12,3.24,35,0:12:18
8.67,4.1,980,8.47,0.09,3.24,36,0:12:19
8.7,4.09,981,8.48,0.12,3.23,35,0:12:20
8.69,4.09,982,8.49,0.12,3.24,36,0:12:21
8.69,4.09,983,8.5,0.12,3.24,35,0:12:22
8.69,4.07,984,8.51,0.12,3.24,35,0:12:23
8.7,4.08,985,8.52,3.48,3.24,35,0:12:24
8.68,4.1,986,8.53,0.13,3.24,35,0:12:25
8.67,4.08,988,8.54,3.48,3.24,36,0:12:26
8.7,4.09,989,8.55,0.12,3.24,36,0:12:27
8.68,4.06,990,8.56,0.12,3.24,35,0:12:28
8.7,4.1,991,8.57,0.12,3.24,36,0:12:29
8.7,4.05,992,8.58,0.12,3.24,35,0:12:30
8.69,4.06,993,8.59,3.48,3.24,35,0:12:31
8.7,4.09,994,8.6,0.12,3.24,35,0:12:32
8.7,4.11,995,8.61,0.12,3.24,36,0:12:33
8.71,4.08,997,8.62,0.12,3.24,35,0:12:34
8.7,4.06,998,8.63,3.48,3.24,36,0:12:35
8.7,4.08,999,8.64,0.12,3.24,36,0:12:36
8.7,4.04,1000,8.65,0.12,3.24,35,0:12:37
8.72,4.05,1001,8.66,0.12,3.23,35,0:12:38
8.7,4.05,1002,8.67,0.12,3.24,36,0:12:39
8.71,4.09,1003,8.68,3.48,3.24,36,0:12:40
8.7,4.08,1005,8.69,3.48,3.24,35,0:12:41
8.7,4.06,1006,8.7,3.48,3.23,35,0:12:42
8.72,4.06,1007,8.71,0.12,3.23,36,0:12:43
8.71,4.11,1008,8.72,0.12,3.24,35,0:12:44
8.71,4.1,1009,8.73,0.12,3.24,35,0:12:45
8.7,4.1,1010,8.74,2.61,3.24,35,0:12:46
8.7,4.06,1011,8.75,0.12,3.24,35,0:12:47
8.72,4.06,1012,8.76,0.12,3.24,36,0:12:48
8.71,4.09,1014,8.77,0.12,3.23,36,0:12:49
8.72,4.07,1015,8.78,0.12,3.24,35,0:12:50
8.72,4.12,1016,8.79,3.48,3.24,36,0:12:51
8.72,4.1,1017,8.8,0.12,3.24,36,0:12:52
8.73,4.1,1018,8.81,0.93,3.24,35,0:12:53
8.72,4.05,1019,8.82,0.12,3.24,36,0:12:54
8.71,4.09,1020,8.83,0.12,3.24,36,0:12:55
8.73,4.11,1022,8.84,0.1,3.24,36,0:12:56
8.72,4.09,1023,8.85,3.23,3.24,35,0:12:57
8.72,4.1,1024,8.86,0.12,3.24,36,0:12:58
8.73,4.08,1025,8.87,0.12,3.23,36,0:12:59
8.72,4.06,1026,8.88,0.12,3.24,35,0:13:00
8.72,4.12,1027,8.89,0.12,3.24,35,0:13:01
8.73,4.1,1028,8.9,0.12,3.24,35,0:13:02
8.72,4.1,1030,8.91,0.12,3.24,35,0:13:03
8.73,4.06,1031,8.92,0.15,3.24,36,0:13:04
8.73,4.1,1032,8.93,0.1,3.23,35,0:13:05
8.73,4.09,1033,8.94,3.48,3.24,35,0:13:06
8.73,4.08,1034,8.95,0.12,3.23,35,0:13:07
8.73,4.07,1035,8.96,0.12,3.24,35,0:13:08
8.73,4.06,1036,8.97,0.12,3.24,36,0:13:09
8.73,4.11,1037,8.98,0.12,3.24,35,0:13:10
8.74,4.07,1039,8.99,0.12,3.24,35,0:13:11
8.73,4.1,1040,9.0,0.12,3.24,35,0:13:12
8.74,4.08,1041,9.01,0.12,3.24,35,0:13:13
8.74,4.09,1042,9.02,0.12,3.24,35,0:13:14
8.73,4.09,1043,9.03,0.11,3.24,35,0:13:15
8.74,4.09,1044,9.04,0.13,3.24,35,0:13:16
8.73,4.05,1045,9.05,0.13,3.24,35,0:13:17
8.74,4.08,1047,9.06,0.12,3.24,35,0:13:18
8.74,4.07,1048,9.07,0.12,3.24,35,0:13:19
8.74,4.09,1049,9.08,0.12,3.24,35,0:13:20
8.73,4.1,1050,9.09,0.12,3.24,36,0:13:21
8.74,4.09,1051,9.1,0.12,3.24,35,0:13:22
8.75,4.09,1052,9.11,0.12,3.24,35,0:13:23
8.74,4.08,1053,9.12,0.12,3.24,35,0:13:24
8.75,4.11,1055,9.13,0.12,3.24,35,0:13:25
8.75,4.1,1056,9.14,3.48,3.24,35,0:13:26
8.75,4.06,1057,9.15,0.12,3.24,35,0:13:27
8.75,4.09,1058,9.16,0.12,3.24,36,0:13:28
8.75,4.18,1059,9.17,0.12,3.24,35,0:13:29
8.75,4.16,1060,9.18,0.12,3.23,35,0:13:30
8.75,4.06,1061,9.19,0.13,3.24,36,0:13:31
8.75,4.06,1063,9.2,3.48,3.24,35,0:13:32
8.75,4.14,1064,9.21,0.13,3.24,35,0:13:33
8.76,4.04,1065,9.22,0.12,3.24,36,0:13:34
8.76,4.09,1066,9.23,0.12,3.23,35,0:13:35
8.75,4.06,1067,9.24,0.12,3.23,36,0:13:36
8.75,4.17,1068,9.25,0.12,3.24,35,0:13:37
8.75,4.07,1069,9.26,3.48,3.23,35,0:13:38
8.75,4.08,1071,9.27,0.12,3.24,35,0:13:39
8.75,4.12,1072,9.28,0.12,3.24,35,0:13:40
8.75,4.18,1073,9.29,0.12,3.24,35,0:13:41
8.75,4.1,1074,9.3,0.1,3.24,35,0:13:42
8.75,4.07,1075,9.31,3.48,3.24,35,0:13:43
8.75,4.09,1076,9.32,3.48,3.24,36,0:13:44
8.75,4.12,1077,9.33,0.12,3.24,35,0:13:45
8.76,4.05,1079,9.34,0.12,3.23,36,0:13:46
8.77,4.06,1080,9.35,3.48,3.24,36,0:13:47
8.76,4.05,1081,9.36,3.48,3.24,35,0:13:48
8.77,4.13,1082,9.37,3.48,3.23,35,0:13:49
8.76,4.12,1083,9.38,0.12,3.24,35,0:13:50
8.76,4.09,1084,9.39,0.12,3.24,35,0:13:51
8.76,4.13,1085,9.4,0.12,3.24,35,0:13:52
8.76,4.09,1086,9.41,0.09,3.24,35,0:13:53
8.77,4.1,1088,9.42,0.12,3.24,35,0:13:54
8.76,4.12,1089,9.43,0.12,3.24,35,0:13:55
8.76,4.1,1090,9.44,0.12,3.24,35,0:13:56
8.77,4.15,1091,9.45,0.12,3.23,35,0:13:57
8.77,4.1,1092,9.46,3.48,3.24,35,0:13:58
8.77,4.1,1093,9.47,0.13,3.23,35,0:13:59
8.78,4.1,1094,9.48,0.12,3.24,35,0:14:00
8.77,4.08,1096,9.49,0.12,3.24,35,0:14:01
8.78,4.13,1097,9.5,0.12,3.24,35,0:14:02
8.78,4.07,1098,9.51,0.12,3.24,36,0:14:03
8.77,4.1,1099,9.52,0.12,3.24,35,0:14:04
8.78,4.09,1100,9.53,3.48,3.24,36,0:14:05
8.79,4.06,1101,9.54,0.12,3.23,36,0:14:06
8.77,4.06,1102,9.55,0.12,3.24,35,0:14:07
8.79,4.09,1104,9.56,0.12,3.24,35,0:14:08
8.78,4.1,1105,9.57,0.12,3.24,36,0:14:09
8.79,4.07,1106,9.58,0.12,3.24,36,0:14:10
8.79,4.11,1107,9.59,3.48,3.24,36,0:14:11
8.79,4.14,1108,9.6,0.12,3.24,36,0:14:12
8.78,4.07,1109,9.61,0.12,3.24,36,0:14:13
8.79,4.13,1110,9.62,0.09,3.24,35,0:14:14
8.79,4.1,1112,9.63,0.1,3.24,35,0:14:15
8.79,4.1,1113,9.64,0.13,3.24,35,0:14:16
8.79,4.05,1114,9.65,0.12,3.24,36,0:14:17
8.8,4.11,1115,9.66,0.12,3.24,36,0:14:18
8.8,4.09,1116,9.67,0.12,3.24,36,0:14:19
8.79,4.12,1117,9.68,0.12,3.24,35,0:14:20
8.79,4.08,1118,9.69,0.12,3.24,36,0:14:21
8.79,4.07,1120,9.7,0.12,3.24,36,0:14:22
8.82,4.14,1121,9.71,0.12,3.24,35,0:14:23
8.8,4.08,1122,9.72,0.12,3.24,35,0:14:24
8.81,4.1,1123,9.73,0.13,3.24,35,0:14:25
8.8,4.05,1124,9.74,3.48,3.24,35,0:14:26
8.82,4.1,1125,9.75,3.48,3.24,36,0:14:27
8.81,4.09,1126,9.76,0.12,3.24,36,0:14:28
8.81,4.12,1128,9.77,0.12,3.24,35,0:14:29
8.82,4.06,1129,9.78,0.12,3.24,35,0:14:30
8.83,4.15,1130,9.79,0.12,3.24,35,0:14:31
8.82,4.09,1131,9.8,3.48,3.23,35,0:14:32
8.83,4.16,1132,9.81,0.12,3.24,35,0:14:33
8.83,4.16,1133,9.82,0.12,3.24,35,0:14:34
8.83,4.16,1134,9.83,0.12,3.24,35,0:14:35
8.81,4.08,1136,9.84,3.48,3.24,35,0:14:36
8.82,4.07,1137,9.85,0.12,3.24,35,0:14:37
8.83,4.09,1138,9.86,0.12,3.24,36,0:14:38
8.84,4.12,1139,9.87,0.12,3.23,35,0:14:39
8.82,4.07,1140,9.88,0.12,3.24,35,0:14:40
8.83,4.11,1141,9.89,0.13,3.23,35,0:14:41
8.83,4.15,1142,9.9,0.13,3.24,35,0:14:42
8.83,4.07,1144,9.91,0.13,3.24,36,0:14:43
8.83,4.09,1145,9.92,0.12,3.24,36,0:14:44
8.83,4.06,1146,9.93,0.12,3.24,35,0:14:45
8.83,4.15,1147,9.94,0.12,3.24,35,0:14:46
8.83,4.16,1148,9.95,3.24,0.09,35,0:14:47
8.83,4.07,1149,9.96,0.12,3.24,35,0:14:48
8.83,4.03,1150,9.97,0.12,3.23,35,0:14:49
8.84,4.08,1152,9.98,0.12,3.24,35,0:14:50
8.83,4.05,1153,9.99,0.12,3.24,36,0:14:51
8.83,4.12,1154,10.0,3.48,3.24,36,0:14:52
8.85,4.15,1155,10.01,1.68,3.24,35,0:14:53
8.83,4.12,1156,10.02,0.12,3.24,35,0:14:54
8.83,4.13,1157,10.03,0.12,3.24,35,0:14:55
8.85,4.09,1158,10.04,0.12,3.24,35,0:14:56
8.84,4.09,1160,10.05,3.48,3.24,36,0:14:57
8.84,4.08,1161,10.06,3.48,3.24,35,0:14:58
8.84,4.07,1162,10.07,0.12,3.24,36,0:14:59
8.84,4.12,1163,10.08,0.12,3.24,35,0:15:00
8.86,4.15,1164,10.09,0.09,3.23,35,0:15:01
8.86,4.11,1165,10.1,2.92,3.23,35,0:15:02
8.82,4.09,1166,10.11,0.12,3.24,36,0:15:03
8.83,4.1,1168,10.12,0.12,3.23,36,0:15:04
8.83,4.09,1169,10.13,0.12,3.24,36,0:15:05
8.85,4.1,1170,10.14,0.12,3.24,35,0:15:06
8.85,4.09,1171,10.15,3.48,3.24,35,0:15:07
8.86,4.07,1172,10.16,0.12,3.24,35,0:15:08
8.86,4.15,1173,10.17,0.12,3.24,35,0:15:09
8.85,4.08,1174,10.18,0.12,3.24,36,0:15:10
8.86,4.13,1176,10.19,0.1,3.24,35,0:15:11
8.86,4.04,1177,10.2,0.12,3.24,35,0:15:12
8.86,4.11,1178,10.21,0.12,3.23,35,0:15:13
8.86,4.06,1179,10.22,0.12,3.24,36,0:15:14
8.87,4.1,1180,10.23,0.12,3.24,36,0:15:15
8.87,4.05,1181,10.24,3.48,3.24,35,0:15:16
8.87,4.09,1182,10.25,0.12,3.24,35,0:15:17
8.86,4.04,1183,10.26,0.12,3.24,35,0:15:18
8.87,4.12,1185,10.27,0.12,3.24,35,0:15:19
8.87,4.07,1186,10.28,0.09,1.67,36,0:15:20
8.87,4.09,1187,10.29,3.48,3.24,35,0:15:21
8.87,4.06,1188,10.3,0.12,3.23,35,0:15:22
8.87,4.16,1189,10.31,0.12,3.24,35,0:15:23
8.87,4.08,1190,10.32,0.09,3.24,35,0:15:24
8.87,4.08,1191,10.33,3.48,3.23,36,0:15:25
8.86,4.14,1193,10.34,3.48,3.24,35,0:15:26
8.87,4.07,1194,10.35,0.12,3.24,35,0:15:27
8.87,4.12,1195,10.36,0.12,3.24,35,0:15:28
8.87,4.08,1196,10.37,0.12,3.24,35,0:15:29
8.87,4.04,1197,10.38,0.12,3.24,36,0:15:30
8.87,4.05,1198,10.39,0.13,3.24,35,0:15:31
8.87,4.09,1199,10.4,0.12,3.24,35,0:15:32
8.87,4.11,1201,10.41,0.12,3.24,35,0:15:33
8.87,4.09,1202,10.42,0.12,3.24,35,0:15:34
8.89,4.05,1203,10.43,0.12,3.23,35,0:15:35
8.88,4.06,1204,10.44,0.12,3.24,36,0:15:36
8.87,4.11,1205,10.45,0.12,3.24,35,0:15:37
8.88,4.11,1206,10.46,3.48,3.24,36,0:15:38
8.88,4.14,1207,10.47,0.12,3.24,35,0:15:39
8.88,4.05,1208,10.48,3.23,3.24,35,0:15:40
8.87,4.11,1210,10.49,3.23,3.24,36,0:15:41
8.89,4.07,1211,10.5,0.1,3.24,35,0:15:42
8.87,4.11,1212,10.51,0.12,3.24,35,0:15:43
8.89,4.08,1213,10.52,0.12,3.24,36,0:15:44
8.89,4.07,1214,10.53,0.12,3.24,35,0:15:45
8.89,4.07,1215,10.54,0.09,3.24,35,0:15:46
8.89,4.12,1216,10.55,0.12,3.23,35,0:15:47
8.89,4.06,1218,10.56,0.12,3.24,35,0:15:48
8.91,4.07,1219,10.57,0.12,3.23,35,0:15:49
8.88,4.03,1220,10.58,0.12,3.24,35,0:15:50
8.9,4.08,1221,10.59,3.48,3.24,35,0:15:51
8.89,4.1,1222,10.6,0.12,3.24,36,0:15:52
8.9,4.05,1223,10.61,0.12,3.24,36,0:15:53
8.9,4.12,1224,10.62,0.12,3.24,35,0:15:54
8.89,4.13,1226,10.63,0.12,3.24,35,0:15:55
8.9,4.05,1227,10.64,3.48,3.24,35,0:15:56
8.91,4.04,1228,10.65,3.48,3.23,35,0:15:57
8.9,4.08,1229,10.66,0.12,3.24,35,0:15:58
8.91,4.11,1230,10.67,0.12,3.24,35,0:15:59
8.91,4.06,1231,10.68,0.12,3.24,35,0:16:00
8.92,4.12,1232,10.7,0.12,3.23,36,0:16:01
8.9,4.06,1233,10.71,3.48,3.24,35,0:16:02
8.91,4.1,1235,10.72,0.12,3.24,36,0:16:03
8.91,4.06,1236,10.73,0.12,3.24,36,0:16:04
8.92,4.1,1237,10.74,0.12,3.23,35,0:16:05
8.91,4.05,1238,10.75,0.12,3.24,36,0:16:06
8.91,4.13,1239,10.76,3.48,3.24,35,0:16:07
8.92,4.17,1240,10.77,0.12,3.24,35,0:16:08
8.91,4.13,1241,10.78,0.12,3.24,35,0:16:09
8.94,4.1,1243,10.79,0.12,3.24,35,0:16:10
8.94,4.16,1244,10.8,3.48,3.23,35,0:16:11
8.88,3.87,1245,10.81,0.12,3.25,35,0:16:12
8.89,3.88,1246,10.82,0.12,3.24,36,0:16:13
8.9,3.91,1247,10.83,0.12,3.25,35,0:16:14
8.89,3.89,1248,10.84,0.12,3.25,35,0:16:15
8.89,3.89,1249,10.85,0.12,3.25,35,0:16:16
8.9,3.91,1250,10.85,0.12,3.24,35,0:16:17
8.87,3.88,1251,10.86,0.12,3.25,35,0:16:18
8.87,3.91,1252,10.87,0.12,3.25,36,0:16:19
8.87,3.92,1254,10.88,0.12,3.25,36,0:16:20
8.87,3.88,1255,10.89,0.12,3.25,35,0:16:21
8.87,3.88,1256,10.9,3.48,3.25,35,0:16:22
8.87,3.92,1257,10.91,0.12,3.25,35,0:16:23
8.87,3.88,1258,10.92,0.12,3.24,35,0:16:24
8.88,3.89,1259,10.93,0.12,3.25,36,0:16:25
8.87,3.91,1260,10.94,3.48,3.25,35,0:16:26
8.88,3.92,1261,10.95,0.13,3.25,35,0:16:27
8.88,3.89,1262,10.96,3.48,3.25,35,0:16:28
8.87,3.84,1263,10.97,0.12,3.24,35,0:16:29
8.89,3.89,1264,10.98,0.12,3.25,36,0:16:30
8.9,3.88,1265,10.99,3.24,0.41,35,0:16:31
8.9,3.94,1267,11.0,3.24,3.24,35,0:16:32
8.89,3.92,1268,11.01,0.12,3.24,35,0:16:33
8.88,3.91,1269,11.02,0.12,3.25,36,0:16:34
8.89,3.92,1270,11.03,0.12,3.25,36,0:16:35
8.89,3.91,1271,11.04,0.12,3.24,36,0:16:36
8.91,3.92,1272,11.05,0.12,3.24,35,0:16:37
8.91,3.9,1273,11.06,0.12,3.24,36,0:16:38
8.9,3.89,1274,11.07,0.12,3.25,35,0:16:39
8.91,3.89,1275,11.08,0.12,3.25,35,0:16:40
8.91,3.88,1276,11.09,0.13,3.24,35,0:16:41
8.91,3.89,1277,11.1,0.12,3.25,35,0:16:42
8.92,3.87,1278,11.11,0.12,3.25,35,0:16:43
8.91,3.92,1280,11.12,0.12,3.25,35,0:16:44
8.91,3.88,1281,11.12,0.09,3.25,35,0:16:45
8.92,3.92,1282,11.13,0.12,3.25,35,0:16:46
8.91,3.86,1283,11.14,0.12,3.25,36,0:16:47
8.93,3.92,1284,11.15,0.12,3.24,35,0:16:48
8.91,3.93,1285,11.16,0.12,3.24,35,0:16:49
8.91,3.89,1286,11.17,3.48,3.25,35,0:16:50
8.93,3.87,1287,11.18,3.48,3.25,35,0:16:51
8.93,3.9,1288,11.19,0.12,3.25,35,0:16:52
8.94,3.87,1289,11.2,0.12,3.25,35,0:16:53
8.94,3.88,1290,11.21,0.12,3.24,35,0:16:54
8.93,3.94,1291,11.22,0.1,3.24,35,0:16:55
8.94,3.88,1293,11.23,3.48,3.25,35,0:16:56
8.95,3.92,1294,11.24,0.12,3.25,36,0:16:57
8.95,3.88,1295,11.25,3.24,1.67,35,0:16:58
8.95,3.9,1296,11.26,3.24,3.25,35,0:16:59
8.95,3.91,1297,11.27,3.49,3.24,36,0:17:00
8.96,3.92,1298,11.28,0.12,3.24,35,0:17:01
8.94,3.86,1299,11.29,0.12,3.24,35,0:17:02
8.95,3.85,1300,11.3,0.12,3.25,35,0:17:03
8.95,3.89,1301,11.31,3.48,3.25,35,0:17:04
8.95,3.9,1302,11.32,0.12,3.25,35,0:17:05
8.97,3.92,1303,11.33,0.12,3.24,35,0:17:06
8.95,3.9,1304,11.34,0.12,3.25,35,0:17:07
8.95,3.9,1306,11.35,0.12,3.25,35,0:17:08
8.95,3.88,1307,11.36,0.12,3.24,35,0:17:09
8.96,3.91,1308,11.37,0.12,3.25,35,0:17:10
8.97,3.91,1309,11.38,0.12,3.25,35,0:17:11
8.96,3.85,1310,11.39,0.12,3.25,35,0:17:12
8.96,3.91,1311,11.4,3.48,3.25,35,0:17:13
8.96,3.89,1312,11.41,2.14,3.25,35,0:17:14
