voltage,current,mAh,Wh,D+,D-,temperature,duration
9.09,2.09,1690,14.83,0.11,3.33,33,0:24:45
9.1,2.09,1691,14.83,0.12,3.32,33,0:24:46
9.09,2.04,1692,14.84,0.11,3.32,34,0:24:47
9.08,2.11,1692,14.84,0.11,3.33,33,0:24:48
9.1,2.08,1693,14.85,0.11,3.32,34,0:24:49
9.09,2.07,1693,14.85,3.47,3.33,33,0:24:50
9.11,2.08,1694,14.86,0.11,3.32,33,0:24:51
9.09,2.06,1694,14.86,0.11,3.33,33,0:24:52
9.1,2.13,1695,14.87,0.11,3.32,34,0:24:53
9.1,2.11,1696,14.87,3.32,3.32,33,0:24:54
9.09,2.08,1696,14.88,0.12,3.33,34,0:24:55
9.1,2.11,1697,14.88,0.12,3.33,34,0:24:56
9.11,2.09,1697,14.89,0.11,3.33,34,0:24:57
9.09,2.12,1698,14.89,0.42,3.33,33,0:24:58
9.11,2.06,1699,14.9,0.11,3.33,32,0:24:59
9.1,2.11,1699,14.9,0.11,3.33,34,0:25:00
9.11,2.09,1700,14.91,0.11,3.33,33,0:25:01
9.1,2.06,1700,14.92,0.1,3.33,33,0:25:02
9.12,2.07,1701,14.92,0.11,3.33,34,0:25:03
9.11,2.12,1701,14.93,0.11,3.33,33,0:25:04
9.11,2.12,1702,14.93,0.11,3.33,34,0:25:05
9.11,2.08,1703,14.94,0.11,3.33,33,0:25:06
9.11,2.07,1703,14.94,3.47,3.33,33,0:25:07
9.11,2.15,1704,14.95,0.11,3.33,33,0:25:08
9.12,2.11,1704,14.95,0.11,3.33,33,0:25:09
9.11,2.1,1705,14.96,0.11,3.33,33,0:25:10
9.11,2.07,1706,14.96,0.1,3.33,33,0:25:11
9.12,2.09,1706,14.97,0.1,1.76,33,0:25:12
9.11,2.1,1707,14.97,0.12,3.33,33,0:25:13
9.12,2.13,1707,14.98,0.11,3.32,33,0:25:14
9.12,2.12,1708,14.98,0.11,3.33,33,0:25:15
9.12,2.13,1708,14.99,0.11,3.33,34,0:25:16
9.1,2.1,1709,15.0,0.1,3.33,33,0:25:17
9.11,2.12,1710,15.0,0.11,3.33,33,0:25:18
9.12,2.13,1710,15.01,0.11,3.33,33,0:25:19
9.11,2.09,1711,15.01,0.11,3.33,33,0:25:20
9.12,2.1,1711,15.02,0.11,3.33,33,0:25:21
9.01,1.6,1712,15.02,0.11,3.35,33,0:25:22
9.01,1.6,1712,15.02,0.11,3.35,34,0:25:23
9.01,1.64,1713,15.03,0.11,3.35,33,0:25:24
9.01,1.64,1713,15.03,0.11,3.35,33,0:25:25
9.0,1.59,1714,15.04,3.46,3.35,34,0:25:26
9.0,1.61,1714,15.04,0.11,3.35,33,0:25:27
9.0,1.58,1715,15.05,0.11,3.35,33,0:25:28
9.01,1.61,1715,15.05,0.11,3.35,33,0:25:29
9.01,1.61,1715,15.05,0.11,3.35,33,0:25:30
9.01,1.61,1716,15.06,3.46,3.35,33,0:25:31
9.01,1.61,1716,15.06,0.11,3.35,33,0:25:32
9.01,1.62,1717,15.07,0.11,3.35,33,0:25:33
9.0,1.61,1717,15.07,0.11,3.35,33,0:25:34
9.01,1.62,1718,15.07,0.11,3.35,33,0:25:35
9.01,1.62,1718,15.08,0.11,3.35,33,0:25:36
9.01,1.61,1719,15.08,1.37,3.35,33,0:25:37
9.01,1.63,1719,15.09,0.11,3.34,33,0:25:38
9.0,1.62,1720,15.09,0.11,3.35,33,0:25:39
9.0,1.61,1720,15.09,0.11,3.35,33,0:25:40
9.0,1.62,1720,15.1,0.11,3.34,33,0:25:41
9.0,1.62,1721,15.1,0.11,3.35,33,0:25:42
9.0,1.62,1721,15.11,0.11,3.35,33,0:25:43
9.0,1.62,1722,15.11,0.11,3.35,33,0:25:44
8.99,1.58,1722,15.11,0.11,3.35,33,0:25:45
8.99,1.6,1723,15.12,0.11,3.34,33,0:25:46
8.99,1.61,1723,15.12,0.11,3.35,33,0:25:47
8.99,1.62,1724,15.13,0.11,3.35,33,0:25:48
9.0,1.6,1724,15.13,0.11,3.35,33,0:25:49
8.99,1.61,1724,15.13,3.46,3.35,33,0:25:50
8.98,1.61,1725,15.14,0.11,3.35,34,0:25:51
8.99,1.61,1725,15.14,0.11,3.35,33,0:25:52
8.99,1.6,1726,15.15,0.11,3.35,33,0:25:53
9.0,1.59,1726,15.15,0.09,3.02,33,0:25:54
8.99,1.61,1727,15.15,0.09,1.72,33,0:25:55
9.0,1.6,1727,15.16,0.11,3.35,33,0:25:56
9.0,1.6,1728,15.16,0.11,3.35,33,0:25:57
9.0,1.6,1728,15.17,0.11,3.35,34,0:25:58
9.0,1.6,1728,15.17,0.11,3.35,33,0:25:59
9.0,1.59,1729,15.17,0.1,3.35,33,0:26:00
8.99,1.6,1729,15.18,0.11,3.35,33,0:26:01
9.0,1.62,1730,15.18,0.11,3.35,33,0:26:02
9.0,1.59,1730,15.19,0.11,3.35,33,0:26:03
9.01,1.6,1731,15.19,0.11,3.35,33,0:26:04
9.01,1.61,1731,15.19,0.09,3.35,33,0:26:05
9.01,1.61,1732,15.2,3.34,3.35,33,0:26:06
9.0,1.61,1732,15.2,3.46,3.35,33,0:26:07
9.01,1.61,1732,15.21,0.11,3.35,33,0:26:08
9.0,1.6,1733,15.21,0.11,3.35,33,0:26:09
9.0,1.6,1733,15.21,3.35,3.35,32,0:26:10
9.0,1.62,1734,15.22,3.46,3.35,33,0:26:11
9.01,1.58,1734,15.22,0.11,3.35,33,0:26:12
9.01,1.61,1735,15.23,0.11,3.35,33,0:26:13
9.01,1.62,1735,15.23,0.11,3.35,33,0:26:14
9.01,1.62,1736,15.23,0.1,3.35,33,0:26:15
9.01,1.6,1736,15.24,0.11,3.35,33,0:26:16
9.01,1.6,1737,15.24,0.11,3.35,33,0:26:17
9.01,1.61,1737,15.25,0.11,3.35,33,0:26:18
9.01,1.61,1737,15.25,0.11,3.35,33,0:26:19
9.01,1.57,1738,15.25,3.47,2.03,33,0:26:20
9.01,1.6,1738,15.26,0.11,3.35,33,0:26:21
9.02,1.61,1739,15.26,0.11,3.35,33,0:26:22
9.02,1.61,1739,15.27,0.11,3.35,33,0:26:23
9.01,1.57,1740,15.27,3.35,3.35,33,0:26:24
9.01,1.6,1740,15.27,3.46,3.35,33,0:26:25
9.02,1.61,1741,15.28,3.46,3.35,33,0:26:26
9.03,1.64,1741,15.28,0.11,3.35,33,0:26:27
9.02,1.61,1741,15.29,0.11,3.35,33,0:26:28
9.02,1.61,1742,15.29,0.09,3.02,33,0:26:29
9.02,1.6,1742,15.29,1.39,3.35,33,0:26:30
9.02,1.6,1743,15.3,0.11,3.35,33,0:26:31
9.02,1.6,1743,15.3,0.11,3.35,33,0:26:32
9.02,1.61,1744,15.31,0.11,3.35,33,0:26:33
9.02,1.6,1744,15.31,3.46,3.35,33,0:26:34
9.02,1.59,1745,15.32,0.11,3.35,32,0:26:35
9.02,1.59,1745,15.32,0.11,3.35,33,0:26:36
9.02,1.6,1745,15.32,0.11,3.35,33,0:26:37
9.04,1.61,1746,15.33,0.11,3.34,33,0:26:38
9.03,1.59,1746,15.33,0.11,3.35,33,0:26:39
9.04,1.61,1747,15.34,0.11,3.35,33,0:26:40
9.03,1.61,1747,15.34,0.11,3.35,32,0:26:41
9.03,1.61,1748,15.34,0.11,3.35,34,0:26:42
9.04,1.65,1748,15.35,3.46,3.35,33,0:26:43
9.02,1.62,1749,15.35,0.11,3.35,33,0:26:44
9.04,1.61,1749,15.36,0.11,3.35,34,0:26:45
9.03,1.6,1749,15.36,0.11,3.35,33,0:26:46
9.04,1.62,1750,15.36,0.09,3.35,33,0:26:47
9.03,1.65,1750,15.37,0.11,3.35,33,0:26:48
9.03,1.6,1751,15.37,0.11,3.35,33,0:26:49
9.03,1.6,1751,15.38,0.11,3.35,33,0:26:50
9.03,1.63,1752,15.38,0.11,3.35,33,0:26:51
9.03,1.6,1752,15.38,3.46,3.35,33,0:26:52
9.04,1.6,1753,15.39,0.11,3.35,33,0:26:53
9.03,1.59,1753,15.39,0.11,3.35,33,0:26:54
9.03,1.63,1754,15.4,0.11,3.35,33,0:26:55
9.04,1.59,1754,15.4,0.11,3.35,33,0:26:56
9.03,1.61,1754,15.4,0.1,3.35,33,0:26:57
9.04,1.62,1755,15.41,0.11,3.35,33,0:26:58
9.03,1.57,1755,15.41,0.11,3.35,33,0:26:59
9.04,1.6,1756,15.42,0.1,3.35,33,0:27:00
9.04,1.61,1756,15.42,0.1,3.35,33,0:27:01
9.04,1.61,1757,15.42,3.46,3.35,33,0:27:02
9.03,1.6,1757,15.43,0.11,3.35,32,0:27:03
9.04,1.61,1758,15.43,0.11,3.35,32,0:27:04
9.04,1.61,1758,15.44,0.11,3.35,33,0:27:05
9.04,1.58,1758,15.44,3.46,3.35,33,0:27:06
9.01,1.6,1759,15.44,0.11,3.35,32,0:27:07
9.03,1.61,1759,15.45,0.11,3.35,33,0:27:08
9.04,1.61,1760,15.45,0.11,3.35,33,0:27:09
9.05,1.59,1760,15.46,3.46,3.35,33,0:27:10
9.04,1.6,1761,15.46,0.11,3.35,32,0:27:11
9.04,1.6,1761,15.46,0.11,3.35,32,0:27:12
9.04,1.61,1762,15.47,0.11,3.35,32,0:27:13
9.07,1.6,1762,15.47,0.11,3.35,33,0:27:14
9.04,1.59,1762,15.48,0.11,3.35,32,0:27:15
9.04,1.6,1763,15.48,0.11,3.35,33,0:27:16
9.04,1.6,1763,15.48,0.11,3.35,33,0:27:17
9.07,1.58,1764,15.49,0.11,3.35,33,0:27:18
9.07,1.6,1764,15.49,3.47,3.35,33,0:27:19
9.04,1.6,1765,15.5,0.11,3.35,33,0:27:20
9.08,1.62,1765,15.5,0.11,3.35,33,0:27:21
9.08,1.61,1766,15.51,0.11,3.35,33,0:27:22
9.06,1.6,1766,15.51,3.46,3.35,33,0:27:23
9.04,1.58,1766,15.51,0.11,3.35,33,0:27:24
9.04,1.6,1767,15.52,0.11,3.35,33,0:27:25
9.06,1.62,1767,15.52,0.11,3.35,33,0:27:26
9.07,1.65,1768,15.53,0.09,3.35,33,0:27:27
9.06,1.6,1768,15.53,1.84,3.35,33,0:27:28
9.05,1.61,1769,15.53,1.79,3.35,33,0:27:29
9.07,1.57,1769,15.54,0.11,3.35,33,0:27:30
9.05,1.6,1770,15.54,0.11,3.35,33,0:27:31
9.05,1.6,1770,15.55,3.35,3.35,33,0:27:32
9.06,1.56,1770,15.55,0.1,3.35,33,0:27:33
9.08,1.59,1771,15.55,0.11,3.35,33,0:27:34
9.07,1.6,1771,15.56,0.11,3.35,33,0:27:35
9.08,1.59,1772,15.56,0.11,3.35,33,0:27:36
9.08,1.63,1772,15.57,0.11,3.35,33,0:27:37
9.07,1.6,1773,15.57,0.11,3.35,33,0:27:38
9.06,1.58,1773,15.57,0.11,3.35,32,0:27:39
9.07,1.61,1774,15.58,0.11,3.35,33,0:27:40
9.08,1.62,1774,15.58,0.11,3.35,33,0:27:41
9.02,1.41,1774,15.59,0.11,3.36,33,0:27:42
9.0,1.22,1775,15.59,3.46,3.36,33,0:27:43
8.99,1.24,1775,15.59,3.46,3.36,33,0:27:44
8.99,1.2,1775,15.59,3.46,3.36,33,0:27:45
9.0,1.19,1776,15.6,0.11,3.36,32,0:27:46
9.0,1.2,1776,15.6,3.46,3.36,32,0:27:47
8.99,1.2,1776,15.6,3.46,3.36,32,0:27:48
9.0,1.2,1777,15.61,0.11,3.36,33,0:27:49
9.0,1.2,1777,15.61,0.11,3.36,33,0:27:50
9.0,1.2,1777,15.61,0.1,3.36,33,0:27:51
9.0,1.2,1778,15.62,3.36,3.36,33,0:27:52
9.0,1.2,1778,15.62,3.46,3.36,33,0:27:53
8.99,1.2,1778,15.62,0.11,3.36,32,0:27:54
8.99,1.22,1779,15.62,0.11,3.36,33,0:27:55
9.0,1.21,1779,15.63,0.11,3.37,33,0:27:56
8.99,1.2,1779,15.63,0.11,3.36,33,0:27:57
9.0,1.2,1780,15.63,0.11,3.36,32,0:27:58
9.0,1.21,1780,15.64,0.11,3.37,32,0:27:59
8.99,1.2,1780,15.64,0.11,3.36,33,0:28:00
9.0,1.2,1781,15.64,0.11,3.36,32,0:28:01
9.0,1.2,1781,15.65,3.46,3.37,33,0:28:02
8.99,1.2,1781,15.65,0.11,3.37,32,0:28:03
8.99,1.2,1782,15.65,0.11,3.37,32,0:28:04
8.99,1.21,1782,15.65,0.11,3.36,33,0:28:05
9.0,1.2,1783,15.66,0.1,3.37,32,0:28:06
8.99,1.16,1783,15.66,3.46,3.37,32,0:28:07
8.99,1.16,1783,15.66,3.46,3.36,32,0:28:08
8.99,1.16,1783,15.67,0.11,3.37,33,0:28:09
8.98,1.16,1784,15.67,0.11,3.37,33,0:28:10
8.98,1.16,1784,15.67,3.46,3.36,32,0:28:11
8.98,1.17,1784,15.68,3.46,3.36,33,0:28:12
8.98,1.16,1785,15.68,0.11,3.37,33,0:28:13
8.99,1.16,1785,15.68,0.1,3.37,33,0:28:14
8.98,1.15,1785,15.68,0.11,3.37,33,0:28:15
8.99,1.16,1786,15.69,0.11,3.37,32,0:28:16
8.99,1.16,1786,15.69,0.11,3.37,33,0:28:17
8.99,1.16,1786,15.69,0.11,3.37,33,0:28:18
8.99,1.16,1787,15.7,0.11,3.37,33,0:28:19
8.99,1.16,1787,15.7,0.11,3.37,33,0:28:20
8.98,1.16,1787,15.7,3.46,3.37,33,0:28:21
8.98,1.15,1788,15.7,0.11,3.37,33,0:28:22
8.99,1.15,1788,15.71,0.11,3.37,32,0:28:23
8.99,1.15,1788,15.71,0.11,3.37,33,0:28:24
8.99,1.15,1789,15.71,3.46,3.37,33,0:28:25
8.99,1.16,1789,15.72,3.46,3.36,32,0:28:26
8.99,1.15,1789,15.72,0.11,3.37,33,0:28:27
8.99,1.15,1790,15.72,0.11,3.37,33,0:28:28
8.99,1.15,1790,15.72,0.1,3.37,33,0:28:29
8.99,1.2,1790,15.73,0.1,3.36,33,0:28:30
8.99,1.19,1791,15.73,3.46,3.36,32,0:28:31
8.99,1.2,1791,15.73,0.11,3.37,32,0:28:32
8.99,1.19,1791,15.74,0.11,3.36,32,0:28:33
9.0,1.19,1792,15.74,3.46,3.37,33,0:28:34
8.99,1.19,1792,15.74,0.81,3.36,32,0:28:35
8.99,1.19,1792,15.75,0.11,3.37,33,0:28:36
9.0,1.19,1793,15.75,0.11,3.37,33,0:28:37
8.99,1.19,1793,15.75,0.11,3.37,33,0:28:38
9.0,1.18,1793,15.75,0.09,3.36,32,0:28:39
8.99,1.2,1794,15.76,0.11,3.36,32,0:28:40
9.0,1.19,1794,15.76,0.11,3.37,32,0:28:41
8.99,1.18,1794,15.76,0.11,3.37,33,0:28:42
8.99,1.18,1795,15.77,0.11,3.37,32,0:28:43
9.0,1.18,1795,15.77,3.46,3.36,33,0:28:44
8.99,1.18,1795,15.77,0.11,3.37,33,0:28:45
9.0,1.17,1796,15.78,0.11,3.37,33,0:28:46
8.99,1.18,1796,15.78,0.11,3.36,33,0:28:47
8.99,1.18,1796,15.78,3.46,3.37,33,0:28:48
8.99,1.18,1797,15.78,0.11,3.37,32,0:28:49
9.0,1.17,1797,15.79,0.11,3.37,33,0:28:50
9.0,1.16,1797,15.79,0.11,3.37,33,0:28:51
9.0,1.17,1798,15.79,0.11,3.36,32,0:28:52
8.99,1.17,1798,15.8,0.11,2.38,32,0:28:53
8.99,1.17,1798,15.8,0.11,3.37,33,0:28:54
9.0,1.16,1798,15.8,0.11,3.37,33,0:28:55
9.0,1.16,1799,15.8,0.11,3.37,32,0:28:56
8.99,1.16,1799,15.81,3.46,3.37,33,0:28:57
9.0,1.16,1799,15.81,0.11,3.36,32,0:28:58
8.99,1.16,1800,15.81,0.11,3.37,33,0:28:59
9.0,1.16,1800,15.82,0.11,3.37,32,0:29:00
9.0,1.16,1800,15.82,3.46,3.37,33,0:29:01
8.99,1.16,1801,15.82,3.46,3.37,32,0:29:02
8.99,1.15,1801,15.82,0.11,3.37,32,0:29:03
9.0,1.15,1801,15.83,0.11,3.37,33,0:29:04
9.0,1.15,1802,15.83,0.11,3.37,32,0:29:05
9.0,1.15,1802,15.83,0.1,3.37,32,0:29:06
9.0,1.2,1802,15.84,3.46,3.36,32,0:29:07
9.0,1.2,1803,15.84,0.11,3.37,32,0:29:08
9.0,1.2,1803,15.84,0.11,3.36,32,0:29:09
9.0,1.2,1803,15.85,0.11,3.36,33,0:29:10
9.0,1.2,1804,15.85,0.11,3.37,33,0:29:11
9.0,1.2,1804,15.85,0.11,3.37,33,0:29:12
9.0,1.2,1804,15.85,0.11,3.36,32,0:29:13
9.0,1.2,1805,15.86,0.11,3.36,32,0:29:14
9.0,1.2,1805,15.86,0.11,3.37,32,0:29:15
9.0,1.19,1805,15.86,3.46,3.36,32,0:29:16
9.0,1.19,1806,15.87,0.11,3.36,33,0:29:17
9.0,1.18,1806,15.87,0.11,3.36,33,0:29:18
9.0,1.19,1806,15.87,0.11,3.36,32,0:29:19
9.0,1.19,1807,15.88,3.36,3.37,32,0:29:20
9.0,1.18,1807,15.88,0.11,3.36,33,0:29:21
9.0,1.18,1807,15.88,0.11,3.37,32,0:29:22
9.0,1.18,1808,15.88,0.1,3.37,33,0:29:23
9.0,1.18,1808,15.89,3.46,3.36,32,0:29:24
9.0,1.2,1808,15.89,0.11,2.38,32,0:29:25
9.0,1.18,1809,15.89,0.11,3.37,32,0:29:26
9.0,1.18,1809,15.9,0.11,3.37,32,0:29:27
9.0,1.18,1809,15.9,0.11,3.37,33,0:29:28
9.0,1.18,1810,15.9,0.1,3.37,33,0:29:29
9.0,1.17,1810,15.91,0.11,3.36,32,0:29:30
9.0,1.18,1810,15.91,0.11,3.36,32,0:29:31
9.0,1.17,1811,15.91,0.11,3.37,32,0:29:32
9.0,1.18,1811,15.91,0.11,3.36,32,0:29:33
9.0,1.16,1811,15.92,0.11,3.37,33,0:29:34
9.0,1.17,1812,15.92,3.46,3.37,33,0:29:35
9.0,1.17,1812,15.92,0.11,3.37,33,0:29:36
9.0,1.18,1812,15.93,0.11,3.37,32,0:29:37
9.0,1.18,1813,15.93,0.11,3.37,32,0:29:38
9.0,1.17,1813,15.93,0.11,3.36,33,0:29:39
9.0,1.16,1813,15.93,0.11,3.37,33,0:29:40
9.0,1.16,1814,15.94,0.11,3.37,32,0:29:41
9.0,1.16,1814,15.94,0.11,3.37,33,0:29:42
9.0,1.15,1814,15.94,0.11,3.37,32,0:29:43
9.0,1.16,1815,15.95,3.46,3.37,33,0:29:44
9.0,1.15,1815,15.95,3.46,3.37,32,0:29:45
9.0,1.15,1815,15.95,0.11,3.37,32,0:29:46
9.0,1.15,1816,15.95,0.1,3.37,32,0:29:47
9.0,1.19,1816,15.96,0.11,2.68,32,0:29:48
9.01,1.19,1816,15.96,0.11,2.06,32,0:29:49
9.0,1.2,1817,15.96,0.11,3.36,32,0:29:50
9.0,1.2,1817,15.97,0.11,3.36,32,0:29:51
9.0,1.18,1817,15.97,3.37,3.36,33,0:29:52
9.0,1.19,1818,15.97,0.1,2.71,32,0:29:53
9.01,1.18,1818,15.98,3.46,3.37,33,0:29:54
9.0,1.18,1818,15.98,0.11,3.37,32,0:29:55
9.0,1.18,1819,15.98,0.11,3.36,32,0:29:56
9.0,1.19,1819,15.98,0.11,3.37,32,0:29:57
9.01,1.19,1819,15.99,0.1,3.37,32,0:29:58
9.0,1.18,1820,15.99,0.11,3.37,32,0:29:59
9.01,1.18,1820,15.99,0.11,3.37,32,0:30:00
9.0,1.18,1820,16.0,0.11,3.37,32,0:30:01
9.0,1.17,1820,16.0,0.11,3.37,33,0:30:02
9.0,1.17,1821,16.0,2.86,3.37,33,0:30:03
9.0,1.17,1821,16.01,0.11,3.37,32,0:30:04
9.01,1.17,1821,16.01,0.11,3.37,33,0:30:05
9.0,1.18,1822,16.01,0.11,3.37,32,0:30:06
9.01,1.17,1822,16.01,3.46,3.37,32,0:30:07
9.0,1.17,1822,16.02,3.46,3.37,33,0:30:08
9.0,1.16,1823,16.02,0.11,3.36,32,0:30:09
9.0,1.16,1823,16.02,0.11,3.37,33,0:30:10
9.0,1.17,1823,16.03,3.46,3.37,32,0:30:11
9.0,1.16,1824,16.03,0.11,3.37,32,0:30:12
9.0,1.15,1824,16.03,0.11,3.37,32,0:30:13
9.01,1.15,1824,16.03,0.11,3.37,32,0:30:14
9.01,1.16,1825,16.04,0.1,3.36,32,0:30:15
9.01,1.15,1825,16.04,3.46,3.37,33,0:30:16
9.0,1.16,1825,16.04,3.46,3.37,32,0:30:17
9.0,1.15,1826,16.05,0.11,3.37,33,0:30:18
9.01,1.16,1826,16.05,0.11,3.37,33,0:30:19
9.0,1.22,1826,16.05,0.11,3.36,32,0:30:20
9.0,1.14,1827,16.06,0.11,3.37,32,0:30:21
9.0,1.15,1827,16.06,0.11,3.37,33,0:30:22
9.01,1.22,1827,16.06,0.11,3.36,32,0:30:23
9.01,1.18,1828,16.06,0.11,3.36,32,0:30:24
9.01,1.18,1828,16.07,0.11,3.36,32,0:30:25
9.01,1.19,1828,16.07,0.42,3.36,33,0:30:26
9.01,1.19,1829,16.07,0.42,3.36,33,0:30:27
9.01,1.18,1829,16.08,3.46,3.36,33,0:30:28
9.01,1.18,1829,16.08,3.46,3.36,32,0:30:29
9.01,1.18,1830,16.08,0.11,3.37,33,0:30:30
9.01,1.18,1830,16.08,0.11,3.37,32,0:30:31
9.01,1.18,1830,16.09,0.1,1.91,33,0:30:32
9.01,1.18,1831,16.09,0.1,1.91,33,0:30:33
9.01,1.17,1831,16.09,0.11,3.37,33,0:30:34
9.01,1.17,1831,16.1,0.11,3.37,32,0:30:35
9.02,1.17,1832,16.1,0.11,3.36,32,0:30:36
9.02,1.17,1832,16.1,0.11,3.36,32,0:30:37
9.01,1.17,1832,16.11,0.11,3.37,32,0:30:38
9.01,1.16,1833,16.11,0.11,3.37,33,0:30:39
9.02,1.16,1833,16.11,0.11,3.37,32,0:30:40
9.02,1.17,1833,16.11,0.1,3.37,32,0:30:41
9.01,1.16,1834,16.12,0.11,3.37,32,0:30:42
9.02,1.15,1834,16.12,0.11,3.36,33,0:30:43
9.01,1.16,1834,16.12,0.11,3.37,33,0:30:44
9.01,1.15,1835,16.13,0.11,3.37,32,0:30:45
9.01,1.15,1835,16.13,0.11,3.37,32,0:30:46
9.02,1.16,1835,16.13,0.11,3.37,32,0:30:47
9.02,1.16,1835,16.13,0.11,3.37,32,0:30:48
9.02,1.16,1836,16.14,0.11,3.37,33,0:30:49
9.02,1.16,1836,16.14,0.11,3.37,32,0:30:50
9.02,1.15,1836,16.14,3.46,3.37,32,0:30:51
9.02,1.15,1837,16.15,3.46,3.37,32,0:30:52
9.01,1.15,1837,16.15,0.1,3.37,32,0:30:53
9.01,1.15,1837,16.15,0.1,3.37,32,0:30:54
9.03,1.19,1838,16.15,3.46,3.37,33,0:30:55
9.02,1.19,1838,16.16,0.11,3.37,33,0:30:56
9.02,1.2,1838,16.16,0.11,3.37,33,0:30:57
9.02,1.2,1839,16.16,0.11,3.37,33,0:30:58
9.03,1.2,1839,16.17,0.11,3.36,32,0:30:59
9.02,1.18,1839,16.17,3.46,3.37,33,0:31:00
9.02,1.18,1840,16.17,0.11,3.36,33,0:31:01
9.02,1.18,1840,16.18,0.11,3.36,33,0:31:02
9.03,1.18,1840,16.18,0.11,3.37,32,0:31:03
9.02,1.18,1841,16.18,0.1,3.36,33,0:31:04
9.02,1.18,1841,16.18,0.11,3.37,32,0:31:05
9.02,1.18,1841,16.19,0.11,3.37,33,0:31:06
9.03,1.18,1842,16.19,0.11,3.37,33,0:31:07
9.03,1.18,1842,16.19,0.11,3.37,32,0:31:08
9.02,1.17,1842,16.2,0.78,3.37,32,0:31:09
9.02,1.17,1843,16.2,0.78,3.37,32,0:31:10
9.03,1.16,1843,16.2,0.11,3.37,33,0:31:11
9.03,1.16,1843,16.21,0.11,3.37,32,0:31:12
9.02,1.16,1844,16.21,3.46,3.37,33,0:31:13
9.02,1.16,1844,16.21,3.46,3.37,33,0:31:14
9.03,1.16,1844,16.21,0.11,3.37,32,0:31:15
9.03,1.16,1845,16.22,0.11,3.37,32,0:31:16
9.03,1.16,1845,16.22,3.36,3.37,32,0:31:17
9.03,1.16,1845,16.22,3.36,3.37,32,0:31:18
9.03,1.16,1846,16.23,3.46,3.37,33,0:31:19
9.03,1.16,1846,16.23,3.46,3.37,32,0:31:20
9.02,1.16,1846,16.23,0.1,3.37,32,0:31:21
9.02,1.16,1847,16.23,0.1,3.37,32,0:31:22
9.04,1.19,1847,16.24,0.12,3.37,33,0:31:23
9.04,1.19,1847,16.24,0.12,3.37,32,0:31:24
9.04,1.2,1848,16.24,0.11,3.37,32,0:31:25
9.04,1.2,1848,16.25,0.11,3.37,33,0:31:26
9.04,1.19,1848,16.25,0.11,3.37,33,0:31:27
9.04,1.19,1849,16.25,0.11,3.37,33,0:31:28
9.04,1.18,1849,16.26,0.11,3.37,33,0:31:29
9.04,1.18,1849,16.26,0.11,3.37,33,0:31:30
9.04,1.19,1850,16.26,0.11,3.37,32,0:31:31
9.04,1.18,1850,16.26,0.11,3.37,32,0:31:32
9.04,1.18,1850,16.27,0.11,3.36,33,0:31:33
9.04,1.18,1851,16.27,0.11,3.37,32,0:31:34
9.04,1.18,1851,16.27,0.11,3.37,32,0:31:35
9.04,1.17,1851,16.28,3.46,3.37,32,0:31:36
9.04,1.17,1852,16.28,0.11,3.37,32,0:31:37
9.04,1.17,1852,16.28,0.11,3.37,32,0:31:38
9.04,1.16,1852,16.29,0.11,3.37,32,0:31:39
9.04,1.16,1853,16.29,0.11,3.37,32,0:31:40
9.04,1.16,1853,16.29,0.11,3.37,33,0:31:41
9.04,1.16,1853,16.29,0.11,3.37,32,0:31:42
9.04,1.16,1853,16.3,0.11,3.37,32,0:31:43
9.04,1.16,1854,16.3,0.11,3.36,32,0:31:44
9.04,1.16,1854,16.3,0.11,3.37,32,0:31:45
9.04,1.16,1854,16.31,0.11,3.37,33,0:31:46
9.04,1.15,1855,16.31,0.11,3.37,32,0:31:47
9.04,1.16,1855,16.31,0.11,3.37,32,0:31:48
9.04,1.16,1855,16.31,3.46,3.37,32,0:31:49
9.04,1.16,1856,16.32,0.11,3.37,32,0:31:50
9.03,1.15,1856,16.32,0.11,3.37,32,0:31:51
5.09,1.29,1828,16.04,0.11,3.33,32,0:30:33
5.08,1.3,1828,16.05,0.11,3.33,32,0:30:34
5.08,1.27,1828,16.05,0.11,3.33,32,0:30:35
5.08,1.27,1829,16.05,0.11,3.33,32,0:30:36
5.08,1.27,1829,16.05,0.11,3.33,32,0:30:37
5.08,1.39,1829,16.05,0.11,3.33,31,0:30:38
5.09,1.27,1830,16.06,0.11,3.33,32,0:30:39
5.08,1.26,1830,16.06,0.11,3.33,32,0:30:40
5.08,1.28,1830,16.06,0.11,3.32,32,0:30:41
5.08,1.28,1831,16.06,0.11,3.33,32,0:30:42
5.14,0.52,1831,16.06,0.1,0.1,32,0:30:43
5.12,0.86,1831,16.06,0.11,0.11,31,0:30:44
5.12,0.86,1831,16.06,0.11,0.11,31,0:30:45
5.12,0.85,1832,16.07,0.11,0.11,32,0:30:46
5.12,0.9,1832,16.07,0.11,0.11,32,0:30:47
5.12,0.85,1832,16.07,0.11,0.11,32,0:30:48
5.12,0.85,1832,16.07,0.11,0.1,31,0:30:49
5.12,0.85,1833,16.07,0.11,0.1,32,0:30:50
5.12,0.86,1833,16.07,0.1,0.1,31,0:30:51
5.12,0.85,1833,16.07,0.11,0.11,31,0:30:52
5.12,0.85,1833,16.07,0.1,0.1,32,0:30:53
5.12,0.85,1834,16.08,0.11,0.11,31,0:30:54
5.12,0.85,1834,16.08,0.11,0.11,31,0:30:55
